lat,lon,NO2,,,,,,
40.85,2.45,16.705.602,,,,,,
40.85,2.55,16.911.589,,,,,,
40.85,2.65,15.270.306,,,,,,
40.85,2.75,11.738.056,,,,,,
40.85,2.85,0.97417146,,,,,,
40.85,2.95,0.98018265,,,,,,
40.85,3.05,11.905.531,,,,,,
40.75,0.25,0.44616008,,,,,,
40.75,0.35,11.272.508,,,,,,
40.75,0.45,22.708.907,,,,,,
40.75,0.55,2.063.142,,,,,,
40.75,0.65,19.899.136,,,,,,
40.75,0.75,19.974.525,,,,,,
40.75,0.85,15.023.818,,,,,,
40.75,0.95,17.211.295,,,,,,
40.75,1.05,1.831.086,,,,,,
40.75,1.15,1.862.286,,,,,,
40.75,1.25,13.903.222,,,,,,
40.75,1.35,17.794.154,,,,,,
40.75,1.45,23.734.717,,,,,,
40.75,1.55,29.371.452,,,,,,
40.75,1.65,3.266.901,,,,,,
40.75,1.75,31.011.386,,,,,,
40.75,1.85,27.411.492,,,,,,
40.75,1.95,20.640.376,,,,,,
40.75,2.05,24.209.075,,,,,,
40.75,2.15,23.644.335,,,,,,
40.75,2.25,2.350.038,,,,,,
40.75,2.35,1.537.376,,,,,,
40.75,2.45,14.256.219,,,,,,
40.75,2.55,16.054.176,,,,,,
40.75,2.65,15.250.766,,,,,,
40.75,2.75,11.916.686,,,,,,
40.75,2.85,0.99810255,,,,,,
40.75,2.95,0.8968076,,,,,,
40.75,3.05,0.89887524,,,,,,
40.65,0.25,0.7268102,,,,,,
40.65,0.35,13.256.414,,,,,,
40.65,0.45,2.740.659,,,,,,
40.65,0.55,19.739.548,,,,,,
40.65,0.65,13.993.958,,,,,,
40.65,0.75,13.694.535,,,,,,
40.65,0.85,14.561.042,,,,,,
40.65,0.95,17.296.916,,,,,,
40.65,1.05,20.116.847,,,,,,
40.65,1.15,15.663.662,,,,,,
40.65,1.25,15.592.608,,,,,,
40.65,1.35,2.259.401,,,,,,
40.65,1.45,29.086.454,,,,,,
40.65,1.55,28.855.314,,,,,,
40.65,1.65,26.691.854,,,,,,
40.65,1.75,23.807.263,,,,,,
40.65,1.85,18.738.962,,,,,,
40.65,1.95,22.120.223,,,,,,
40.65,2.05,2.564.018,,,,,,
40.65,2.15,25.718.126,,,,,,
40.65,2.25,24.697.857,,,,,,
40.65,2.35,14.792.253,,,,,,
40.65,2.45,13.372.304,,,,,,
40.65,2.55,12.428.063,,,,,,
40.65,2.65,13.939.601,,,,,,
40.65,2.75,13.264.302,,,,,,
40.65,2.85,0.9932211,,,,,,
40.65,2.95,0.94177073,,,,,,
40.65,3.05,0.84103,,,,,,
40.55,0.25,0.9052204,,,,,,
40.55,0.35,17.381.542,,,,,,
40.55,0.45,30.449.276,,,,,,
40.55,0.55,12.993.371,,,,,,
40.55,0.65,14.066.788,,,,,,
40.55,0.75,13.688.567,,,,,,
40.55,0.85,13.896.258,,,,,,
40.55,0.95,18.563.956,,,,,,
40.55,1.05,21.460.412,,,,,,
40.55,1.15,17.523.578,,,,,,
40.55,1.25,20.194.082,,,,,,
40.55,1.35,23.446.307,,,,,,
40.55,1.45,2.448.235,,,,,,
40.55,1.55,2.475.996,,,,,,
40.55,1.65,23.135.517,,,,,,
40.55,1.75,14.975.288,,,,,,
40.55,1.85,15.807.476,,,,,,
40.55,1.95,21.903.932,,,,,,
40.55,2.05,26.430.018,,,,,,
40.55,2.15,28.593.976,,,,,,
40.55,2.25,2.841.087,,,,,,
40.55,2.35,14.633.162,,,,,,
40.55,2.45,12.896.525,,,,,,
40.55,2.55,10.963.849,,,,,,
40.55,2.65,10.892.226,,,,,,
40.55,2.75,12.246.804,,,,,,
40.55,2.85,10.335.728,,,,,,
40.55,2.95,0.8886719,,,,,,
40.55,3.05,0.8695796,,,,,,
43.15,0.25,20.743.842,,,,,,
43.15,0.35,2.231.535,,,,,,
43.15,0.45,2.380.351,,,,,,
43.15,0.55,2.885.675,,,,,,
43.15,0.65,3.318.921,,,,,,
43.15,0.75,36.093.485,,,,,,
43.15,0.85,32.442.431,,,,,,
43.15,0.95,32.812.552,,,,,,
43.15,1.05,24.498.918,,,,,,
43.15,1.15,18.248.985,,,,,,
43.15,1.25,18.274.707,,,,,,
43.15,1.35,19.914,,,,,,
43.15,1.45,2.273.258,,,,,,
43.15,1.55,31.273.873,,,,,,
43.15,1.65,36.025.698,,,,,,
43.15,1.75,20.658.152,,,,,,
43.15,1.85,22.866.304,,,,,,
43.15,1.95,3.603.991,,,,,,
43.15,2.05,4.546.483,,,,,,
43.15,2.15,4.541.126,,,,,,
43.15,2.25,40.645.223,,,,,,
43.15,2.35,53.015.485,,,,,,
43.15,2.45,44.062.223,,,,,,
43.15,2.55,38.671.901,,,,,,
43.15,2.65,36.801.896,,,,,,
43.15,2.75,3.546.707,,,,,,
43.15,2.85,28.066.483,,,,,,
43.15,2.95,44.750.237,,,,,,
43.15,3.05,45.500.574,,,,,,
43.05,0.25,13.754.376,,,,,,
43.05,0.35,17.159.368,,,,,,
43.05,0.45,2.305.055,,,,,,
43.05,0.55,2.978.969,,,,,,
43.05,0.65,26.480.978,,,,,,
43.05,0.75,16.100.518,,,,,,
43.05,0.85,13.735.831,,,,,,
43.05,0.95,12.279.289,,,,,,
43.05,1.05,13.828.698,,,,,,
43.05,1.15,14.581.093,,,,,,
43.05,1.25,12.449.038,,,,,,
43.05,1.35,1.470.764,,,,,,
43.05,1.45,16.456.144,,,,,,
43.05,1.55,23.463.018,,,,,,
43.05,1.65,27.632.341,,,,,,
43.05,1.75,16.600.739,,,,,,
43.05,1.85,17.782.869,,,,,,
43.05,1.95,17.151.339,,,,,,
43.05,2.05,13.652.271,,,,,,
43.05,2.15,18.367.717,,,,,,
43.05,2.25,24.526.417,,,,,,
43.05,2.35,16.761.464,,,,,,
43.05,2.45,14.420.794,,,,,,
43.05,2.55,137.958,,,,,,
43.05,2.65,15.877.833,,,,,,
43.05,2.75,16.467.015,,,,,,
43.05,2.85,12.695.951,,,,,,
43.05,2.95,30.390.952,,,,,,
43.05,3.05,42.136.793,,,,,,
42.95,0.25,0.6765833,,,,,,
42.95,0.35,0.80512756,,,,,,
42.95,0.45,0.56291777,,,,,,
42.95,0.55,0.97138035,,,,,,
42.95,0.65,1.187.769,,,,,,
42.95,0.75,0.5807524,,,,,,
42.95,0.85,0.5669892,,,,,,
42.95,0.95,0.8071384,,,,,,
42.95,1.05,0.80246305,,,,,,
42.95,1.15,0.9527002,,,,,,
42.95,1.25,0.6686963,,,,,,
42.95,1.35,0.8856534,,,,,,
42.95,1.45,0.9889592,,,,,,
42.95,1.55,16.841.755,,,,,,
42.95,1.65,19.049.624,,,,,,
42.95,1.75,13.001.769,,,,,,
42.95,1.85,13.198.447,,,,,,
42.95,1.95,11.369.795,,,,,,
42.95,2.05,11.272.521,,,,,,
42.95,2.15,11.989.814,,,,,,
42.95,2.25,16.600.882,,,,,,
42.95,2.35,12.046.871,,,,,,
42.95,2.45,0.86884904,,,,,,
42.95,2.55,0.826252,,,,,,
42.95,2.65,0.813178,,,,,,
42.95,2.75,0.8241204,,,,,,
42.95,2.85,10.827.082,,,,,,
42.95,2.95,45.367.346,,,,,,
42.95,3.05,2.832.519,,,,,,
42.85,0.25,0.31122223,,,,,,
42.85,0.35,0.40301722,,,,,,
42.85,0.45,0.4363914,,,,,,
42.85,0.55,0.52606905,,,,,,
42.85,0.65,0.48855236,,,,,,
42.85,0.75,0.65809494,,,,,,
42.85,0.85,0.32840315,,,,,,
42.85,0.95,0.3508847,,,,,,
42.85,1.05,0.32684705,,,,,,
42.85,1.15,0.36240262,,,,,,
42.85,1.25,0.42350927,,,,,,
42.85,1.35,0.48611522,,,,,,
42.85,1.45,0.69524926,,,,,,
42.85,1.55,11.714.337,,,,,,
42.85,1.65,14.625.643,,,,,,
42.85,1.75,0.66257846,,,,,,
42.85,1.85,0.6256729,,,,,,
42.85,1.95,0.6513093,,,,,,
42.85,2.05,0.92569244,,,,,,
42.85,2.15,11.796.546,,,,,,
42.85,2.25,11.546.577,,,,,,
42.85,2.35,11.373.205,,,,,,
42.85,2.45,1.027.293,,,,,,
42.85,2.55,0.9966899,,,,,,
42.85,2.65,0.8786261,,,,,,
42.85,2.75,0.87214595,,,,,,
42.85,2.85,34.326.222,,,,,,
42.85,2.95,50.707.145,,,,,,
42.85,3.05,23.660.834,,,,,,
42.75,0.25,0.14521101,,,,,,
42.75,0.35,0.1705987,,,,,,
42.75,0.45,0.19989438,,,,,,
42.75,0.55,0.3335901,,,,,,
42.75,0.65,0.4856036,,,,,,
42.75,0.75,0.5186225,,,,,,
42.75,0.85,0.29342312,,,,,,
42.75,0.95,0.19354212,,,,,,
42.75,1.05,0.15731865,,,,,,
42.75,1.15,0.16436724,,,,,,
42.75,1.25,0.16442409,,,,,,
42.75,1.35,0.19344266,,,,,,
42.75,1.45,0.32647756,,,,,,
42.75,1.55,0.5366419,,,,,,
42.75,1.65,0.69286895,,,,,,
42.75,1.75,0.7692878,,,,,,
42.75,1.85,0.82881,,,,,,
42.75,1.95,0.45971143,,,,,,
42.75,2.05,0.42645803,,,,,,
42.75,2.15,0.5666126,,,,,,
42.75,2.25,0.7132331,,,,,,
42.75,2.35,0.7902346,,,,,,
42.75,2.45,0.83863676,,,,,,
42.75,2.55,10.782.531,,,,,,
42.75,2.65,15.449.518,,,,,,
42.75,2.75,3.106.682,,,,,,
42.75,2.85,76.778.946,,,,,,
42.75,2.95,4.914.729,,,,,,
42.75,3.05,12.645.787,,,,,,
42.65,0.25,0.15753892,,,,,,
42.65,0.35,0.11114759,,,,,,
42.65,0.45,0.15994766,,,,,,
42.65,0.55,0.16746521,,,,,,
42.65,0.65,0.20184837,,,,,,
42.65,0.75,0.23918739,,,,,,
42.65,0.85,0.18149132,,,,,,
42.65,0.95,0.14902662,,,,,,
42.65,1.05,0.16892892,,,,,,
42.65,1.15,0.20098862,,,,,,
42.65,1.25,0.1612977,,,,,,
42.65,1.35,0.13306783,,,,,,
42.65,1.45,0.15301988,,,,,,
42.65,1.55,0.24481489,,,,,,
42.65,1.65,0.3222072,,,,,,
42.65,1.75,0.46161568,,,,,,
42.65,1.85,0.79935086,,,,,,
42.65,1.95,0.40578124,,,,,,
42.65,2.05,0.44936594,,,,,,
42.65,2.15,0.4874297,,,,,,
42.65,2.25,0.35286713,,,,,,
42.65,2.35,0.6335884,,,,,,
42.65,2.45,11.647.403,,,,,,
42.65,2.55,1.619.914,,,,,,
42.65,2.65,24.156.082,,,,,,
42.65,2.75,40.784.063,,,,,,
42.65,2.85,6.686.787,,,,,,
42.65,2.95,3.146.096,,,,,,
42.65,3.05,15.413.778,,,,,,
42.55,0.25,0.21554053,,,,,,
42.55,0.35,0.17836493,,,,,,
42.55,0.45,0.24920605,,,,,,
42.55,0.55,0.22052854,,,,,,
42.55,0.65,0.2658114,,,,,,
42.55,0.75,0.40593046,,,,,,
42.55,0.85,0.22122487,,,,,,
42.55,0.95,0.12471896,,,,,,
42.55,1.05,0.16141139,,,,,,
42.55,1.15,0.27410346,,,,,,
42.55,1.25,0.23101614,,,,,,
42.55,1.35,0.2284653,,,,,,
42.55,1.45,0.22690922,,,,,,
42.55,1.55,0.24343644,,,,,,
42.55,1.65,0.2768888,,,,,,
42.55,1.75,0.39360255,,,,,,
42.55,1.85,0.9017259,,,,,,
42.55,1.95,0.90917945,,,,,,
42.55,2.05,0.764449,,,,,,
42.55,2.15,0.6660388,,,,,,
42.55,2.25,0.501669,,,,,,
42.55,2.35,0.5654189,,,,,,
42.55,2.45,0.56903553,,,,,,
42.55,2.55,10.275.843,,,,,,
42.55,2.65,13.687.229,,,,,,
42.55,2.75,26.122.367,,,,,,
42.55,2.85,38.220.992,,,,,,
42.55,2.95,20.824.773,,,,,,
42.55,3.05,14.913.911,,,,,,
42.45,0.25,0.3611023,,,,,,
42.45,0.35,0.29637188,,,,,,
42.45,0.45,0.3509842,,,,,,
42.45,0.55,0.3186403,,,,,,
42.45,0.65,0.4129009,,,,,,
42.45,0.75,0.39600417,,,,,,
42.45,0.85,0.3118759,,,,,,
42.45,0.95,0.24661967,,,,,,
42.45,1.05,0.30442232,,,,,,
42.45,1.15,0.4939809,,,,,,
42.45,1.25,0.4913306,,,,,,
42.45,1.35,0.49675202,,,,,,
42.45,1.45,0.65579283,,,,,,
42.45,1.55,0.55292046,,,,,,
42.45,1.65,0.5019816,,,,,,
42.45,1.75,0.7390116,,,,,,
42.45,1.85,20.140.238,,,,,,
42.45,1.95,15.685.418,,,,,,
42.45,2.05,0.83271796,,,,,,
42.45,2.15,0.5049162,,,,,,
42.45,2.25,0.38079855,,,,,,
42.45,2.35,0.3496697,,,,,,
42.45,2.45,0.45748034,,,,,,
42.45,2.55,0.6574768,,,,,,
42.45,2.65,10.670.834,,,,,,
42.45,2.75,15.588.856,,,,,,
42.45,2.85,2.712.338,,,,,,
42.45,2.95,1.751.677,,,,,,
42.45,3.05,12.853.408,,,,,,
42.35,0.25,0.5615748,,,,,,
42.35,0.35,0.50545615,,,,,,
42.35,0.45,0.3896164,,,,,,
42.35,0.55,0.4138175,,,,,,
42.35,0.65,0.46022302,,,,,,
42.35,0.75,0.49787468,,,,,,
42.35,0.85,0.4660992,,,,,,
42.35,0.95,0.48667654,,,,,,
42.35,1.05,0.4201484,,,,,,
42.35,1.15,0.53578216,,,,,,
42.35,1.25,0.60646695,,,,,,
42.35,1.35,0.8617649,,,,,,
42.35,1.45,1.462.806,,,,,,
42.35,1.55,0.98600334,,,,,,
42.35,1.65,0.88726634,,,,,,
42.35,1.75,15.931.408,,,,,,
42.35,1.85,30.606.034,,,,,,
42.35,1.95,1.198.619,,,,,,
42.35,2.05,0.56903553,,,,,,
42.35,2.15,0.82734627,,,,,,
42.35,2.25,0.7541035,,,,,,
42.35,2.35,0.79508764,,,,,,
42.35,2.45,0.85078704,,,,,,
42.35,2.55,0.8722525,,,,,,
42.35,2.65,10.510.322,,,,,,
42.35,2.75,14.338.939,,,,,,
42.35,2.85,23.873.074,,,,,,
42.35,2.95,3.896.635,,,,,,
42.35,3.05,24.088.154,,,,,,
42.25,0.25,0.7122454,,,,,,
42.25,0.35,0.8604007,,,,,,
42.25,0.45,0.66936415,,,,,,
42.25,0.55,0.5975425,,,,,,
42.25,0.65,0.5774981,,,,,,
42.25,0.75,0.586188,,,,,,
42.25,0.85,0.5907639,,,,,,
42.25,0.95,10.192.567,,,,,,
42.25,1.05,0.5436976,,,,,,
42.25,1.15,0.33130217,,,,,,
42.25,1.25,0.44972122,,,,,,
42.25,1.35,0.620962,,,,,,
42.25,1.45,0.5523662,,,,,,
42.25,1.55,0.42083055,,,,,,
42.25,1.65,0.54234046,,,,,,
42.25,1.75,11.080.959,,,,,,
42.25,1.85,23.048.913,,,,,,
42.25,1.95,22.022.464,,,,,,
42.25,2.05,14.512.312,,,,,,
42.25,2.15,17.637.349,,,,,,
42.25,2.25,19.319.347,,,,,,
42.25,2.35,16.575.089,,,,,,
42.25,2.45,17.414.595,,,,,,
42.25,2.55,16.482.646,,,,,,
42.25,2.65,19.276.785,,,,,,
42.25,2.75,20.896.752,,,,,,
42.25,2.85,31.584.523,,,,,,
42.25,2.95,42.376.175,,,,,,
42.25,3.05,32.692.685,,,,,,
42.15,0.25,10.636.159,,,,,,
42.15,0.35,11.003.865,,,,,,
42.15,0.45,10.139.064,,,,,,
42.15,0.55,0.9071047,,,,,,
42.15,0.65,0.765458,,,,,,
42.15,0.75,0.64786315,,,,,,
42.15,0.85,0.8446622,,,,,,
42.15,0.95,0.9913466,,,,,,
42.15,1.05,0.99320114,,,,,,
42.15,1.15,0.40122667,,,,,,
42.15,1.25,0.43257582,,,,,,
42.15,1.35,0.48760733,,,,,,
42.15,1.45,0.4483996,,,,,,
42.15,1.55,0.643337,,,,,,
42.15,1.65,0.8525918,,,,,,
42.15,1.75,12.162.974,,,,,,
42.15,1.85,15.284.033,,,,,,
42.15,1.95,15.141.143,,,,,,
42.15,2.05,14.548.266,,,,,,
42.15,2.15,14.448.434,,,,,,
42.15,2.25,19.219.657,,,,,,
42.15,2.35,16.588.802,,,,,,
42.15,2.45,253.029,,,,,,
42.15,2.55,17.029.196,,,,,,
42.15,2.65,18.675.879,,,,,,
42.15,2.75,351.685,,,,,,
42.15,2.85,4.189.009,,,,,,
42.15,2.95,37.914.178,,,,,,
42.15,3.05,18.396.707,,,,,,
42.05,0.25,14.539.739,,,,,,
42.05,0.35,11.896.236,,,,,,
42.05,0.45,10.363.666,,,,,,
42.05,0.55,0.9572406,,,,,,
42.05,0.65,0.59184396,,,,,,
42.05,0.75,0.66216636,,,,,,
42.05,0.85,0.64708155,,,,,,
42.05,0.95,0.6696697,,,,,,
42.05,1.05,0.8494228,,,,,,
42.05,1.15,0.83281034,,,,,,
42.05,1.25,0.8535084,,,,,,
42.05,1.35,0.77973986,,,,,,
42.05,1.45,0.8547519,,,,,,
42.05,1.55,13.967.539,,,,,,
42.05,1.65,25.350.149,,,,,,
42.05,1.75,36.558.464,,,,,,
42.05,1.85,39.470.766,,,,,,
42.05,1.95,26.532.776,,,,,,
42.05,2.05,18.746.294,,,,,,
42.05,2.15,25.249.324,,,,,,
42.05,2.25,2.959.884,,,,,,
42.05,2.35,16.180.809,,,,,,
42.05,2.45,12.343.594,,,,,,
42.05,2.55,15.241.115,,,,,,
42.05,2.65,27.043.302,,,,,,
42.05,2.75,45.210.247,,,,,,
42.05,2.85,51.538.267,,,,,,
42.05,2.95,29.397.116,,,,,,
42.05,3.05,16.409.817,,,,,,
41.95,0.25,20.216.548,,,,,,
41.95,0.35,15.029.303,,,,,,
41.95,0.45,14.191.004,,,,,,
41.95,0.55,10.844.064,,,,,,
41.95,0.65,0.90101534,,,,,,
41.95,0.75,0.9350929,,,,,,
41.95,0.85,10.003.777,,,,,,
41.95,0.95,1.238.111,,,,,,
41.95,1.05,16.472.842,,,,,,
41.95,1.15,12.617.579,,,,,,
41.95,1.25,11.697.568,,,,,,
41.95,1.35,0.9923485,,,,,,
41.95,1.45,13.927.962,,,,,,
41.95,1.55,3.151.432,,,,,,
41.95,1.65,4.965.519,,,,,,
41.95,1.75,6.563.366,,,,,,
41.95,1.85,62.448.153,,,,,,
41.95,1.95,35.612.233,,,,,,
41.95,2.05,27.364.893,,,,,,
41.95,2.15,32.939.315,,,,,,
41.95,2.25,39.304.569,,,,,,
41.95,2.35,11.930.981,,,,,,
41.95,2.45,10.643.407,,,,,,
41.95,2.55,17.752.244,,,,,,
41.95,2.65,36.588.805,,,,,,
41.95,2.75,60.643.306,,,,,,
41.95,2.85,44.299.045,,,,,,
41.95,2.95,18.011.166,,,,,,
41.95,3.05,1.483.362,,,,,,
41.85,0.25,1.933.036,,,,,,
41.85,0.35,21.151.054,,,,,,
41.85,0.45,19.141.356,,,,,,
41.85,0.55,1.728.286,,,,,,
41.85,0.65,160.522,,,,,,
41.85,0.75,17.585.694,,,,,,
41.85,0.85,20.291.867,,,,,,
41.85,0.95,22.521.975,,,,,,
41.85,1.05,23.834.631,,,,,,
41.85,1.15,23.331.285,,,,,,
41.85,1.25,2.206.666,,,,,,
41.85,1.35,19.736.791,,,,,,
41.85,1.45,22.572.567,,,,,,
41.85,1.55,426.044,,,,,,
41.85,1.65,72.376,,,,,,
41.85,1.75,8.417.996,,,,,,
41.85,1.85,7.414.738,,,,,,
41.85,1.95,46.897.144,,,,,,
41.85,2.05,3.176.429,,,,,,
41.85,2.15,31.217.668,,,,,,
41.85,2.25,3.708.796,,,,,,
41.85,2.35,15.971.198,,,,,,
41.85,2.45,16.303.022,,,,,,
41.85,2.55,29.285.207,,,,,,
41.85,2.65,43.073.144,,,,,,
41.85,2.75,6.537.836,,,,,,
41.85,2.85,3.094.205,,,,,,
41.85,2.95,20.402.997,,,,,,
41.85,3.05,19.433.175,,,,,,
41.75,0.25,17.725.387,,,,,,
41.75,0.35,1.718.985,,,,,,
41.75,0.45,19.031.647,,,,,,
41.75,0.55,21.851.223,,,,,,
41.75,0.65,32.517.323,,,,,,
41.75,0.75,38.797.739,,,,,,
41.75,0.85,4.383.371,,,,,,
41.75,0.95,42.712.474,,,,,,
41.75,1.05,3.886.041,,,,,,
41.75,1.15,40.867.906,,,,,,
41.75,1.25,37.989.993,,,,,,
41.75,1.35,42.091.746,,,,,,
41.75,1.45,4.146.817,,,,,,
41.75,1.55,59.118.977,,,,,,
41.75,1.65,79.847.713,,,,,,
41.75,1.75,10.545.681,,,,,,
41.75,1.85,88.959,,,,,,
41.75,1.95,5.706.153,,,,,,
41.75,2.05,39.902.277,,,,,,
41.75,2.15,49.596.214,,,,,,
41.75,2.25,52.111.034,,,,,,
41.75,2.35,36.200.492,,,,,,
41.75,2.45,37.448.916,,,,,,
41.75,2.55,5.260.536,,,,,,
41.75,2.65,67.297.254,,,,,,
41.75,2.75,7.369.782,,,,,,
41.75,2.85,2.993.507,,,,,,
41.75,2.95,17.411.255,,,,,,
41.75,3.05,21.862.237,,,,,,
41.65,0.25,12.042.181,,,,,,
41.65,0.35,1.256.848,,,,,,
41.65,0.45,15.476.234,,,,,,
41.65,0.55,242.854,,,,,,
41.65,0.65,36.703.343,,,,,,
41.65,0.75,45.916.452,,,,,,
41.65,0.85,52.029.037,,,,,,
41.65,0.95,604.948,,,,,,
41.65,1.05,6.010.983,,,,,,
41.65,1.15,569.013,,,,,,
41.65,1.25,5.715.518,,,,,,
41.65,1.35,48.678.617,,,,,,
41.65,1.45,49.691.424,,,,,,
41.65,1.55,6.499.538,,,,,,
41.65,1.65,9.628.484,,,,,,
41.65,1.75,11.882.681,,,,,,
41.65,1.85,11.256.067,,,,,,
41.65,1.95,9.095.541,,,,,,
41.65,2.05,81.718.855,,,,,,
41.65,2.15,9.489.047,,,,,,
41.65,2.25,8.774.291,,,,,,
41.65,2.35,79.103.065,,,,,,
41.65,2.45,6.353.223,,,,,,
41.65,2.55,48.900.166,,,,,,
41.65,2.65,4.964.183,,,,,,
41.65,2.75,4.926.695,,,,,,
41.65,2.85,33.444.297,,,,,,
41.65,2.95,3.224.497,,,,,,
41.65,3.05,4.277.088,,,,,,
41.55,0.25,10.964.572,,,,,,
41.55,0.35,11.510.695,,,,,,
41.55,0.45,12.561.303,,,,,,
41.55,0.55,14.987.239,,,,,,
41.55,0.65,1.553.926,,,,,,
41.55,0.75,20.108.404,,,,,,
41.55,0.85,2.242.861,,,,,,
41.55,0.95,31.745.033,,,,,,
41.55,1.05,60.977.826,,,,,,
41.55,1.15,55.574.293,,,,,,
41.55,1.25,5.871.731,,,,,,
41.55,1.35,39.132.903,,,,,,
41.55,1.45,3.905.389,,,,,,
41.55,1.55,54.515.014,,,,,,
41.55,1.65,9.065.521,,,,,,
41.55,1.75,12.932.316,,,,,,
41.55,1.85,17.546.694,,,,,,
41.55,1.95,17.969.303,,,,,,
41.55,2.05,19.445.122,,,,,,
41.55,2.15,16.999.527,,,,,,
41.55,2.25,1.321.158,,,,,,
41.55,2.35,62.012.095,,,,,,
41.55,2.45,50.177.293,,,,,,
41.55,2.55,40.538.216,,,,,,
41.55,2.65,28.382.106,,,,,,
41.55,2.75,3.410.368,,,,,,
41.55,2.85,4.022.032,,,,,,
41.55,2.95,4.472.153,,,,,,
41.55,3.05,42.788.787,,,,,,
41.45,0.25,11.650.814,,,,,,
41.45,0.35,10.590.258,,,,,,
41.45,0.45,10.939.703,,,,,,
41.45,0.55,11.244.668,,,,,,
41.45,0.65,0.9152901,,,,,,
41.45,0.75,0.9035733,,,,,,
41.45,0.85,14.516.504,,,,,,
41.45,0.95,25.651.987,,,,,,
41.45,1.05,43.776.298,,,,,,
41.45,1.15,62.107.735,,,,,,
41.45,1.25,60.106.773,,,,,,
41.45,1.35,29.390.223,,,,,,
41.45,1.45,3.757.127,,,,,,
41.45,1.55,5.569.281,,,,,,
41.45,1.65,10.095.396,,,,,,
41.45,1.75,11.695.552,,,,,,
41.45,1.85,20.779.976,,,,,,
41.45,1.95,22.069.036,,,,,,
41.45,2.05,23.006.632,,,,,,
41.45,2.15,1.654.129,,,,,,
41.45,2.25,9.386.324,,,,,,
41.45,2.35,52.780.223,,,,,,
41.45,2.45,42.275.844,,,,,,
41.45,2.55,50.260.143,,,,,,
41.45,2.65,49.928.603,,,,,,
41.45,2.75,35.918.052,,,,,,
41.45,2.85,28.281.422,,,,,,
41.45,2.95,24.772.549,,,,,,
41.45,3.05,22.623.796,,,,,,
41.35,0.25,0.92108107,,,,,,
41.35,0.35,0.96775657,,,,,,
41.35,0.45,10.589.477,,,,,,
41.35,0.55,10.629.622,,,,,,
41.35,0.65,0.89465594,,,,,,
41.35,0.75,0.9011432,,,,,,
41.35,0.85,1.374.521,,,,,,
41.35,0.95,21.949.847,,,,,,
41.35,1.05,40.819.445,,,,,,
41.35,1.15,8.775.776,,,,,,
41.35,1.25,8.178.409,,,,,,
41.35,1.35,4.242.236,,,,,,
41.35,1.45,5.842.968,,,,,,
41.35,1.55,8.536.038,,,,,,
41.35,1.65,13.940.128,,,,,,
41.35,1.75,12.552.367,,,,,,
41.35,1.85,13.152.136,,,,,,
41.35,1.95,2.456.125,,,,,,
41.35,2.05,38.056.274,,,,,,
41.35,2.15,30.294.926,,,,,,
41.35,2.25,64.261.246,,,,,,
41.35,2.35,49.929.314,,,,,,
41.35,2.45,4.918.495,,,,,,
41.35,2.55,40.085.526,,,,,,
41.35,2.65,27.729.757,,,,,,
41.35,2.75,2.205.515,,,,,,
41.35,2.85,20.641.453,,,,,,
41.35,2.95,19.122.242,,,,,,
41.35,3.05,1.850.947,,,,,,
41.25,0.25,10.335.813,,,,,,
41.25,0.35,0.9358035,,,,,,
41.25,0.45,0.9914745,,,,,,
41.25,0.55,1.207.444,,,,,,
41.25,0.65,10.190.719,,,,,,
41.25,0.75,10.920.092,,,,,,
41.25,0.85,14.991.857,,,,,,
41.25,0.95,36.273.537,,,,,,
41.25,1.05,6.043.284,,,,,,
41.25,1.15,12.626.747,,,,,,
41.25,1.25,11.453.826,,,,,,
41.25,1.35,49.304.533,,,,,,
41.25,1.45,9.594.293,,,,,,
41.25,1.55,9.931.772,,,,,,
41.25,1.65,12.534.596,,,,,,
41.25,1.75,15.522.877,,,,,,
41.25,1.85,18.873.362,,,,,,
41.25,1.95,325.162,,,,,,
41.25,2.05,31.927.958,,,,,,
41.25,2.15,19.914.862,,,,,,
41.25,2.25,8.928.762,,,,,,
41.25,2.35,41.699.953,,,,,,
41.25,2.45,29.771.714,,,,,,
41.25,2.55,23.067.033,,,,,,
41.25,2.65,19.917.908,,,,,,
41.25,2.75,17.939.899,,,,,,
41.25,2.85,1.712.178,,,,,,
41.25,2.95,17.028.983,,,,,,
41.25,3.05,1.624.625,,,,,,
41.15,0.25,1.227.666,,,,,,
41.15,0.35,11.876.056,,,,,,
41.15,0.45,10.893.091,,,,,,
41.15,0.55,11.460.389,,,,,,
41.15,0.65,1.343.918,,,,,,
41.15,0.75,16.022.357,,,,,,
41.15,0.85,2.852.592,,,,,,
41.15,0.95,61.334.877,,,,,,
41.15,1.05,13.684.269,,,,,,
41.15,1.15,1.965.967,,,,,,
41.15,1.25,133.382.845,,,,,,
41.15,1.35,47.194.295,,,,,,
41.15,1.45,78.600.497,,,,,,
41.15,1.55,8.705.467,,,,,,
41.15,1.65,9.733.097,,,,,,
41.15,1.75,12.413.087,,,,,,
41.15,1.85,18.361.069,,,,,,
41.15,1.95,20.160.646,,,,,,
41.15,2.05,1.228.445,,,,,,
41.15,2.15,7.474.225,,,,,,
41.15,2.25,37.201.931,,,,,,
41.15,2.35,26.832.342,,,,,,
41.15,2.45,23.970.275,,,,,,
41.15,2.55,22.268.739,,,,,,
41.15,2.65,19.045.361,,,,,,
41.15,2.75,16.696.236,,,,,,
