lat,lon,NO2,,,,,,
41.15,2.85,16.224.009,,,,,,
41.15,2.95,15.257.032,,,,,,
41.15,3.05,1.265.275,,,,,,
41.05,0.25,10.428.468,,,,,,
41.05,0.35,14.913.911,,,,,,
41.05,0.45,13.058.187,,,,,,
41.05,0.55,11.284.884,,,,,,
41.05,0.65,14.381.785,,,,,,
41.05,0.75,18.767.753,,,,,,
41.05,0.85,44.127.874,,,,,,
41.05,0.95,7.631.397,,,,,,
41.05,1.05,10.118.005,,,,,,
41.05,1.15,1.229.643,,,,,,
41.05,1.25,9.854.195,,,,,,
41.05,1.35,3.218.422,,,,,,
41.05,1.45,44.186.425,,,,,,
41.05,1.55,5.615.914,,,,,,
41.05,1.65,61.201.363,,,,,,
41.05,1.75,8.391.315,,,,,,
41.05,1.85,7.098.426,,,,,,
41.05,1.95,6.117.976,,,,,,
41.05,2.05,514.535,,,,,,
41.05,2.15,34.477.212,,,,,,
41.05,2.25,26.810.315,,,,,,
41.05,2.35,2.172.837,,,,,,
41.05,2.45,2.203.554,,,,,,
41.05,2.55,19.764.004,,,,,,
41.05,2.65,18.708.849,,,,,,
41.05,2.75,17.079.716,,,,,,
41.05,2.85,16.326.967,,,,,,
41.05,2.95,14.411.486,,,,,,
41.05,3.05,13.268.933,,,,,,
40.95,0.25,0.7703181,,,,,,
40.95,0.35,13.706.912,,,,,,
40.95,0.45,18.846.409,,,,,,
40.95,0.55,16.299.611,,,,,,
40.95,0.65,17.478.046,,,,,,
40.95,0.75,25.045.824,,,,,,
40.95,0.85,47.507.997,,,,,,
40.95,0.95,5.935.807,,,,,,
40.95,1.05,53.371.468,,,,,,
40.95,1.15,4.450.091,,,,,,
40.95,1.25,3.828.906,,,,,,
40.95,1.35,38.451.562,,,,,,
40.95,1.45,4.380.472,,,,,,
40.95,1.55,536.581,,,,,,
40.95,1.65,5.509.766,,,,,,
40.95,1.75,58.680.997,,,,,,
40.95,1.85,61.958.947,,,,,,
40.95,1.95,4.998.282,,,,,,
40.95,2.05,39.769.406,,,,,,
40.95,2.15,31.241.117,,,,,,
40.95,2.25,24.077.709,,,,,,
40.95,2.35,19.770.683,,,,,,
40.95,2.45,21.115.954,,,,,,
40.95,2.55,18.935.583,,,,,,
40.95,2.65,1.657.516,,,,,,
40.95,2.75,14.172.175,,,,,,
40.95,2.85,14.130.111,,,,,,
40.95,2.95,13.440.601,,,,,,
40.95,3.05,13.461.633,,,,,,
40.85,0.25,0.5277175,,,,,,
40.85,0.35,11.153.648,,,,,,
40.85,0.45,2.393.965,,,,,,
40.85,0.55,22.303.982,,,,,,
40.85,0.65,28.065.631,,,,,,
40.85,0.75,31.677.105,,,,,,
40.85,0.85,2.541.694,,,,,,
40.85,0.95,28.151.321,,,,,,
40.85,1.05,29.498.937,,,,,,
40.85,1.15,29.078.295,,,,,,
40.85,1.25,27.096.877,,,,,,
40.85,1.35,33.346.598,,,,,,
40.85,1.45,36.471.636,,,,,,
40.85,1.55,4.262.664,,,,,,
40.85,1.65,5.276.047,,,,,,
40.85,1.75,5.432.317,,,,,,
40.85,1.85,49.330.397,,,,,,
40.85,1.95,34.124.784,,,,,,
40.85,2.05,3.247.263,,,,,,
40.85,2.15,30.698.261,,,,,,
40.85,2.25,2.514.466,,,,,,
40.85,2.35,18.644.615,,,,,,
40.85,2.45,19.280.053,,,,,,
40.85,2.55,18.791.982,,,,,,
40.85,2.65,16.929.152,,,,,,
40.85,2.75,13.536.097,,,,,,
40.85,2.85,11.596.031,,,,,,
40.85,2.95,11.392.531,,,,,,
40.85,3.05,12.620.137,,,,,,
40.75,0.25,0.55476785,,,,,,
40.75,0.35,11.212.196,,,,,,
40.75,0.45,33.065.293,,,,,,
40.75,0.55,3.162.339,,,,,,
40.75,0.65,30.961.518,,,,,,
40.75,0.75,22.739.472,,,,,,
40.75,0.85,1.666.689,,,,,,
40.75,0.95,19.245.024,,,,,,
40.75,1.05,22.463.427,,,,,,
40.75,1.15,18.956.686,,,,,,
40.75,1.25,19.141.853,,,,,,
40.75,1.35,23.298.385,,,,,,
40.75,1.45,30.182.693,,,,,,
40.75,1.55,38.662.877,,,,,,
40.75,1.65,41.962.423,,,,,,
40.75,1.75,40.859.523,,,,,,
40.75,1.85,33.930.378,,,,,,
40.75,1.95,26.187.737,,,,,,
40.75,2.05,2.900.035,,,,,,
40.75,2.15,2.954.981,,,,,,
40.75,2.25,26.132.598,,,,,,
40.75,2.35,18.046.409,,,,,,
40.75,2.45,16.815.039,,,,,,
40.75,2.55,18.021.327,,,,,,
40.75,2.65,17.028.202,,,,,,
40.75,2.75,14.046.481,,,,,,
40.75,2.85,11.702.329,,,,,,
40.75,2.95,10.516.574,,,,,,
40.75,3.05,10.049.607,,,,,,
40.65,0.25,0.8853621,,,,,,
40.65,0.35,17.609.426,,,,,,
40.65,0.45,4.779.406,,,,,,
40.65,0.55,21.431.932,,,,,,
40.65,0.65,17.051.934,,,,,,
40.65,0.75,17.512.792,,,,,,
40.65,0.85,17.033.672,,,,,,
40.65,0.95,21.262.043,,,,,,
40.65,1.05,2.384.728,,,,,,
40.65,1.15,18.513.308,,,,,,
40.65,1.25,20.713.716,,,,,,
40.65,1.35,30.410.635,,,,,,
40.65,1.45,3.662.305,,,,,,
40.65,1.55,36.391.416,,,,,,
40.65,1.65,33.335.798,,,,,,
40.65,1.75,29.130.805,,,,,,
40.65,1.85,23.459.892,,,,,,
40.65,1.95,27.855.523,,,,,,
40.65,2.05,31.913.006,,,,,,
40.65,2.15,322.584,,,,,,
40.65,2.25,28.569.617,,,,,,
40.65,2.35,17.116.096,,,,,,
40.65,2.45,15.976.385,,,,,,
40.65,2.55,14.954.624,,,,,,
40.65,2.65,15.526.896,,,,,,
40.65,2.75,14.422.854,,,,,,
40.65,2.85,11.625.377,,,,,,
40.65,2.95,11.016.228,,,,,,
40.65,3.05,0.9739028,,,,,,
40.55,0.25,12.074.581,,,,,,
40.55,0.35,27.878.473,,,,,,
40.55,0.45,4.716.985,,,,,,
40.55,0.55,20.121.195,,,,,,
40.55,0.65,15.163.027,,,,,,
40.55,0.75,162.665,,,,,,
40.55,0.85,1.969.494,,,,,,
40.55,0.95,22.620.883,,,,,,
40.55,1.05,26.614.845,,,,,,
40.55,1.15,21.631.737,,,,,,
40.55,1.25,24.846.802,,,,,,
40.55,1.35,29.607.437,,,,,,
40.55,1.45,30.134.945,,,,,,
40.55,1.55,30.609.019,,,,,,
40.55,1.65,27.047.777,,,,,,
40.55,1.75,18.704.301,,,,,,
40.55,1.85,21.178.694,,,,,,
40.55,1.95,28.903.148,,,,,,
40.55,2.05,35.913.432,,,,,,
40.55,2.15,37.873.466,,,,,,
40.55,2.25,37.619.233,,,,,,
40.55,2.35,17.387.239,,,,,,
40.55,2.45,15.588.713,,,,,,
40.55,2.55,13.398.536,,,,,,
40.55,2.65,13.533.255,,,,,,
40.55,2.75,13.777.682,,,,,,
40.55,2.85,11.659.127,,,,,,
40.55,2.95,10.300.783,,,,,,
40.55,3.05,0.99754256,,,,,,
43.15,0.25,32.291.298,,,,,,
43.15,0.35,29.715.014,,,,,,
43.15,0.45,27.283.535,,,,,,
43.15,0.55,32.512.136,,,,,,
43.15,0.65,34.763.348,,,,,,
43.15,0.75,39.627.795,,,,,,
43.15,0.85,3.279.827,,,,,,
43.15,0.95,30.727.963,,,,,,
43.15,1.05,22.993.562,,,,,,
43.15,1.15,19.857.512,,,,,,
43.15,1.25,21.280.303,,,,,,
43.15,1.35,23.210.988,,,,,,
43.15,1.45,27.177.095,,,,,,
43.15,1.55,45.424.047,,,,,,
43.15,1.65,4.112.718,,,,,,
43.15,1.75,26.909.363,,,,,,
43.15,1.85,36.521.869,,,,,,
43.15,1.95,50.070.214,,,,,,
43.15,2.05,56.876.574,,,,,,
43.15,2.15,56.913.667,,,,,,
43.15,2.25,5.622.863,,,,,,
43.15,2.35,58.122.654,,,,,,
43.15,2.45,5.784.462,,,,,,
43.15,2.55,57.451.262,,,,,,
43.15,2.65,5.221.584,,,,,,
43.15,2.75,4.588.462,,,,,,
43.15,2.85,38.040.726,,,,,,
43.15,2.95,6.235.621,,,,,,
43.15,3.05,61.467.037,,,,,,
43.05,0.25,14.438.841,,,,,,
43.05,0.35,17.368.551,,,,,,
43.05,0.45,2.131.384,,,,,,
43.05,0.55,25.688.865,,,,,,
43.05,0.65,2.664.163,,,,,,
43.05,0.75,17.511.157,,,,,,
43.05,0.85,14.764.341,,,,,,
43.05,0.95,15.648.255,,,,,,
43.05,1.05,18.900.268,,,,,,
43.05,1.15,2.066.348,,,,,,
43.05,1.25,17.618.235,,,,,,
43.05,1.35,18.318.689,,,,,,
43.05,1.45,19.916.841,,,,,,
43.05,1.55,28.718.193,,,,,,
43.05,1.65,32.344.873,,,,,,
43.05,1.75,19.927.571,,,,,,
43.05,1.85,21.594.362,,,,,,
43.05,1.95,20.490.463,,,,,,
43.05,2.05,18.945.601,,,,,,
43.05,2.15,21.764.324,,,,,,
43.05,2.25,26.748.781,,,,,,
43.05,2.35,19.706.734,,,,,,
43.05,2.45,16.157.644,,,,,,
43.05,2.55,1.484.648,,,,,,
43.05,2.65,16.922.117,,,,,,
43.05,2.75,18.696.698,,,,,,
43.05,2.85,16.118.565,,,,,,
43.05,2.95,36.732.476,,,,,,
43.05,3.05,57.085.404,,,,,,
42.95,0.25,0.7202745,,,,,,
42.95,0.35,0.71732575,,,,,,
42.95,0.45,0.6543788,,,,,,
42.95,0.55,0.9358105,,,,,,
42.95,0.65,1.499.882,,,,,,
42.95,0.75,0.790064,,,,,,
42.95,0.85,0.61131984,,,,,,
42.95,0.95,0.80340797,,,,,,
42.95,1.05,0.88894314,,,,,,
42.95,1.15,13.093.287,,,,,,
42.95,1.25,0.8402923,,,,,,
42.95,1.35,10.376.384,,,,,,
42.95,1.45,13.267.014,,,,,,
42.95,1.55,19.235.218,,,,,,
42.95,1.65,22.834.828,,,,,,
42.95,1.75,14.702.381,,,,,,
42.95,1.85,1.521.241,,,,,,
42.95,1.95,13.248.469,,,,,,
42.95,2.05,12.720.748,,,,,,
42.95,2.15,14.362.458,,,,,,
42.95,2.25,18.421.504,,,,,,
42.95,2.35,15.101.422,,,,,,
42.95,2.45,0.98111475,,,,,,
42.95,2.55,0.91818905,,,,,,
42.95,2.65,0.90072393,,,,,,
42.95,2.75,0.9695542,,,,,,
42.95,2.85,11.313.875,,,,,,
42.95,2.95,52.890.644,,,,,,
42.95,3.05,33.270.426,,,,,,
42.85,0.25,0.24466561,,,,,,
42.85,0.35,0.4491598,,,,,,
42.85,0.45,0.43819612,,,,,,
42.85,0.55,0.5908989,,,,,,
42.85,0.65,0.74703354,,,,,,
42.85,0.75,0.7893108,,,,,,
42.85,0.85,0.38790393,,,,,,
42.85,0.95,0.36843506,,,,,,
42.85,1.05,0.35287416,,,,,,
42.85,1.15,0.38443646,,,,,,
42.85,1.25,0.51609296,,,,,,
42.85,1.35,0.5989138,,,,,,
42.85,1.45,0.824568,,,,,,
42.85,1.55,13.199.513,,,,,,
42.85,1.65,14.877.175,,,,,,
42.85,1.75,0.7644276,,,,,,
42.85,1.85,0.8098384,,,,,,
42.85,1.95,0.7433032,,,,,,
42.85,2.05,0.8624541,,,,,,
42.85,2.15,14.505.277,,,,,,
42.85,2.25,13.664.349,,,,,,
42.85,2.35,13.542.918,,,,,,
42.85,2.45,1.288.865,,,,,,
42.85,2.55,12.514.833,,,,,,
42.85,2.65,11.362.547,,,,,,
42.85,2.75,10.602.692,,,,,,
42.85,2.85,28.504.176,,,,,,
42.85,2.95,6.759.106,,,,,,
42.85,3.05,35.944.412,,,,,,
42.75,0.25,0.13419043,,,,,,
42.75,0.35,0.15612487,,,,,,
42.75,0.45,0.18216626,,,,,,
42.75,0.55,0.31962785,,,,,,
42.75,0.65,0.4594982,,,,,,
42.75,0.75,0.63725466,,,,,,
42.75,0.85,0.36719158,,,,,,
42.75,0.95,0.3300018,,,,,,
42.75,1.05,0.18787193,,,,,,
42.75,1.15,0.20255885,,,,,,
42.75,1.25,0.20853451,,,,,,
42.75,1.35,0.24292478,,,,,,
42.75,1.45,0.3945617,,,,,,
42.75,1.55,0.6040439,,,,,,
42.75,1.65,0.7010756,,,,,,
42.75,1.75,10.039.942,,,,,,
42.75,1.85,0.78854346,,,,,,
42.75,1.95,0.4954801,,,,,,
42.75,2.05,0.4595124,,,,,,
42.75,2.15,0.5688863,,,,,,
42.75,2.25,0.5806031,,,,,,
42.75,2.35,0.6643619,,,,,,
42.75,2.45,0.95678574,,,,,,
42.75,2.55,14.142.402,,,,,,
42.75,2.65,15.851.045,,,,,,
42.75,2.75,32.780.862,,,,,,
42.75,2.85,8.932.742,,,,,,
42.75,2.95,7.245.117,,,,,,
42.75,3.05,24.702.063,,,,,,
42.65,0.25,0.17167866,,,,,,
42.65,0.35,0.17660272,,,,,,
42.65,0.45,0.21082246,,,,,,
42.65,0.55,0.20559286,,,,,,
42.65,0.65,0.20991296,,,,,,
42.65,0.75,0.42572612,,,,,,
42.65,0.85,0.250691,,,,,,
42.65,0.95,0.18006307,,,,,,
42.65,1.05,0.19976641,,,,,,
42.65,1.15,0.29839686,,,,,,
42.65,1.25,0.26678482,,,,,,
42.65,1.35,0.15517986,,,,,,
42.65,1.45,0.17891909,,,,,,
42.65,1.55,0.2779119,,,,,,
42.65,1.65,0.4486269,,,,,,
42.65,1.75,0.5605942,,,,,,
42.65,1.85,1.008.968,,,,,,
42.65,1.95,0.64861625,,,,,,
42.65,2.05,0.45524204,,,,,,
42.65,2.15,0.52397996,,,,,,
42.65,2.25,0.5612124,,,,,,
42.65,2.35,0.8139809,,,,,,
42.65,2.45,17.082.841,,,,,,
42.65,2.55,19.680.017,,,,,,
42.65,2.65,26.507.764,,,,,,
42.65,2.75,39.381.661,,,,,,
42.65,2.85,8.072.828,,,,,,
42.65,2.95,55.267.267,,,,,,
42.65,3.05,210.989,,,,,,
42.55,0.25,0.30091217,,,,,,
42.55,0.35,0.30348432,,,,,,
42.55,0.45,0.33989966,,,,,,
42.55,0.55,0.32259083,,,,,,
42.55,0.65,0.2853726,,,,,,
42.55,0.75,0.52278626,,,,,,
42.55,0.85,0.25401634,,,,,,
42.55,0.95,0.15204637,,,,,,
42.55,1.05,0.19716583,,,,,,
42.55,1.15,0.3601288,,,,,,
42.55,1.25,0.29684788,,,,,,
42.55,1.35,0.30131006,,,,,,
42.55,1.45,0.34722534,,,,,,
42.55,1.55,0.38032952,,,,,,
42.55,1.65,0.4684084,,,,,,
42.55,1.75,0.67835957,,,,,,
42.55,1.85,11.139.863,,,,,,
42.55,1.95,1.084.861,,,,,,
42.55,2.05,10.997.896,,,,,,
42.55,2.15,0.8462111,,,,,,
42.55,2.25,0.67372686,,,,,,
42.55,2.35,0.6854579,,,,,,
42.55,2.45,0.71732575,,,,,,
42.55,2.55,11.341.373,,,,,,
42.55,2.65,15.448.948,,,,,,
42.55,2.75,26.072.984,,,,,,
42.55,2.85,492.916,,,,,,
42.55,2.95,29.401.166,,,,,,
42.55,3.05,16.938.105,,,,,,
42.45,0.25,0.4995728,,,,,,
42.45,0.35,0.39886048,,,,,,
42.45,0.45,0.40667647,,,,,,
42.45,0.55,0.3859002,,,,,,
42.45,0.65,0.46541703,,,,,,
42.45,0.75,0.488531,,,,,,
42.45,0.85,0.33034995,,,,,,
42.45,0.95,0.22196376,,,,,,
42.45,1.05,0.33538058,,,,,,
42.45,1.15,0.64261216,,,,,,
42.45,1.25,0.6921512,,,,,,
42.45,1.35,0.6124852,,,,,,
42.45,1.45,0.99359894,,,,,,
42.45,1.55,0.59662586,,,,,,
42.45,1.65,0.6251328,,,,,,
42.45,1.75,0.78163695,,,,,,
42.45,1.85,23.706.877,,,,,,
42.45,1.95,25.688.012,,,,,,
42.45,2.05,10.656.693,,,,,,
42.45,2.15,0.47594726,,,,,,
42.45,2.25,0.54402435,,,,,,
42.45,2.35,0.41906834,,,,,,
42.45,2.45,0.54895556,,,,,,
42.45,2.55,0.7195,,,,,,
42.45,2.65,11.527.818,,,,,,
42.45,2.75,15.388.765,,,,,,
42.45,2.85,33.324.144,,,,,,
42.45,2.95,24.176.474,,,,,,
42.45,3.05,19.884.014,,,,,,
42.35,0.25,0.9627401,,,,,,
42.35,0.35,0.690318,,,,,,
42.35,0.45,0.5010365,,,,,,
42.35,0.55,0.58545613,,,,,,
42.35,0.65,0.6562546,,,,,,
42.35,0.75,0.6106946,,,,,,
42.35,0.85,0.5421983,,,,,,
42.35,0.95,0.56922734,,,,,,
42.35,1.05,0.5927818,,,,,,
42.35,1.15,0.7629568,,,,,,
42.35,1.25,10.045.342,,,,,,
42.35,1.35,12.960.202,,,,,,
42.35,1.45,20.183.365,,,,,,
42.35,1.55,13.683.889,,,,,,
42.35,1.65,13.178.551,,,,,,
42.35,1.75,2.229.652,,,,,,
42.35,1.85,36.566.207,,,,,,
42.35,1.95,13.998.802,,,,,,
42.35,2.05,0.827268,,,,,,
42.35,2.15,0.93689054,,,,,,
42.35,2.25,11.037.331,,,,,,
42.35,2.35,11.289.005,,,,,,
42.35,2.45,0.9986154,,,,,,
42.35,2.55,0.9970451,,,,,,
42.35,2.65,11.470.122,,,,,,
42.35,2.75,15.127.428,,,,,,
42.35,2.85,2.580.916,,,,,,
42.35,2.95,5.023.229,,,,,,
42.35,3.05,4.059.179,,,,,,
42.25,0.25,0.96553963,,,,,,
42.25,0.35,1.215.878,,,,,,
42.25,0.45,0.9838006,,,,,,
42.25,0.55,10.600.703,,,,,,
42.25,0.65,0.79529357,,,,,,
42.25,0.75,0.90021235,,,,,,
42.25,0.85,0.8475398,,,,,,
42.25,0.95,12.184.076,,,,,,
42.25,1.05,0.7789014,,,,,,
42.25,1.15,0.46477044,,,,,,
42.25,1.25,0.64496404,,,,,,
42.25,1.35,0.90040416,,,,,,
42.25,1.45,0.788579,,,,,,
42.25,1.55,0.58301896,,,,,,
42.25,1.65,0.64244163,,,,,,
42.25,1.75,11.977.948,,,,,,
42.25,1.85,32.875.435,,,,,,
42.25,1.95,3.030.988,,,,,,
42.25,2.05,21.242.714,,,,,,
42.25,2.15,23.857.725,,,,,,
42.25,2.25,24.765.868,,,,,,
42.25,2.35,19.243.745,,,,,,
42.25,2.45,20.031.593,,,,,,
42.25,2.55,20.854.757,,,,,,
42.25,2.65,24.248.168,,,,,,
42.25,2.75,26.079.307,,,,,,
42.25,2.85,43.969.994,,,,,,
42.25,2.95,5.759.998,,,,,,
42.25,3.05,486.244,,,,,,
42.15,0.25,12.904.353,,,,,,
42.15,0.35,137.742,,,,,,
42.15,0.45,13.525.865,,,,,,
42.15,0.55,12.265.646,,,,,,
42.15,0.65,10.373.257,,,,,,
42.15,0.75,0.93463814,,,,,,
42.15,0.85,12.045.662,,,,,,
42.15,0.95,13.339.773,,,,,,
42.15,1.05,11.305.703,,,,,,
42.15,1.15,0.57638246,,,,,,
42.15,1.25,0.610993,,,,,,
42.15,1.35,0.70027274,,,,,,
42.15,1.45,0.66827697,,,,,,
42.15,1.55,1.148.675,,,,,,
42.15,1.65,10.566.881,,,,,,
42.15,1.75,17.570.771,,,,,,
42.15,1.85,33.247.688,,,,,,
42.15,1.95,28.243.194,,,,,,
42.15,2.05,21.990.275,,,,,,
42.15,2.15,17.886.039,,,,,,
42.15,2.25,22.980.914,,,,,,
42.15,2.35,18.716.096,,,,,,
42.15,2.45,337.418,,,,,,
42.15,2.55,23.776.722,,,,,,
42.15,2.65,20.090.072,,,,,,
42.15,2.75,4.135.257,,,,,,
42.15,2.85,5.498.802,,,,,,
42.15,2.95,56.121.483,,,,,,
42.15,3.05,2.776.571,,,,,,
42.05,0.25,14.565.815,,,,,,
42.05,0.35,12.253.212,,,,,,
42.05,0.45,12.877.779,,,,,,
42.05,0.55,10.403.455,,,,,,
42.05,0.65,0.86987925,,,,,,
42.05,0.75,0.82471716,,,,,,
42.05,0.85,0.9705632,,,,,,
42.05,0.95,10.569.723,,,,,,
42.05,1.05,12.106.982,,,,,,
42.05,1.15,0.92767483,,,,,,
42.05,1.25,10.085.701,,,,,,
42.05,1.35,11.006.564,,,,,,
42.05,1.45,16.206.529,,,,,,
42.05,1.55,31.126.292,,,,,,
42.05,1.65,35.125.866,,,,,,
42.05,1.75,46.950.006,,,,,,
42.05,1.85,52.745.976,,,,,,
42.05,1.95,39.944.768,,,,,,
42.05,2.05,28.078.847,,,,,,
42.05,2.15,35.282.826,,,,,,
42.05,2.25,45.484.867,,,,,,
42.05,2.35,2.409.803,,,,,,
42.05,2.45,1.455.608,,,,,,
42.05,2.55,15.172.619,,,,,,
42.05,2.65,22.467.477,,,,,,
42.05,2.75,54.757.805,,,,,,
42.05,2.85,6.529.942,,,,,,
42.05,2.95,35.228.825,,,,,,
42.05,3.05,19.330.288,,,,,,
41.95,0.25,2.161.447,,,,,,
41.95,0.35,18.677.512,,,,,,
41.95,0.45,17.789.406,,,,,,
41.95,0.55,15.422.374,,,,,,
41.95,0.65,12.837.846,,,,,,
41.95,0.75,14.233.779,,,,,,
41.95,0.85,16.091.989,,,,,,
41.95,0.95,19.245.805,,,,,,
41.95,1.05,20.724.232,,,,,,
41.95,1.15,19.571.944,,,,,,
41.95,1.25,18.342.136,,,,,,
41.95,1.35,19.069.448,,,,,,
41.95,1.45,3.389.073,,,,,,
41.95,1.55,54.165.425,,,,,,
41.95,1.65,74.951.005,,,,,,
41.95,1.75,774.929,,,,,,
41.95,1.85,71.709.933,,,,,,
41.95,1.95,41.508.245,,,,,,
41.95,2.05,34.185.534,,,,,,
41.95,2.15,37.874.956,,,,,,
41.95,2.25,5.347.812,,,,,,
41.95,2.35,17.642.963,,,,,,
41.95,2.45,12.261.099,,,,,,
41.95,2.55,17.712.382,,,,,,
41.95,2.65,38.266.964,,,,,,
41.95,2.75,8.577.449,,,,,,
41.95,2.85,59.441.705,,,,,,
41.95,2.95,22.840.583,,,,,,
41.95,3.05,17.377.291,,,,,,
41.85,0.25,29.201.787,,,,,,
41.85,0.35,24.633.496,,,,,,
41.85,0.45,226.989,,,,,,
41.85,0.55,21.782.444,,,,,,
41.85,0.65,31.245.735,,,,,,
41.85,0.75,3.207.714,,,,,,
41.85,0.85,3.338.994,,,,,,
41.85,0.95,337.769,,,,,,
41.85,1.05,35.599.089,,,,,,
41.85,1.15,36.203.263,,,,,,
41.85,1.25,34.369.352,,,,,,
41.85,1.35,30.953.062,,,,,,
41.85,1.45,4.488.176,,,,,,
41.85,1.55,7.387.595,,,,,,
41.85,1.65,9.150.921,,,,,,
41.85,1.75,9.479.114,,,,,,
41.85,1.85,7.778.209,,,,,,
41.85,1.95,51.686.697,,,,,,
41.85,2.05,37.914.107,,,,,,
41.85,2.15,33.540.432,,,,,,
41.85,2.25,4.639.756,,,,,,
41.85,2.35,20.697.515,,,,,,
41.85,2.45,19.813.883,,,,,,
41.85,2.55,3.245.188,,,,,,
41.85,2.65,50.788.717,,,,,,
41.85,2.75,79.750.295,,,,,,
41.85,2.85,4.540.948,,,,,,
41.85,2.95,2.527.611,,,,,,
41.85,3.05,22.019.978,,,,,,
41.75,0.25,23.089.983,,,,,,
41.75,0.35,17.890.232,,,,,,
41.75,0.45,20.956.082,,,,,,
41.75,0.55,24.709.167,,,,,,
41.75,0.65,41.382.265,,,,,,
41.75,0.75,48.487.053,,,,,,
41.75,0.85,54.942.408,,,,,,
41.75,0.95,4.755.404,,,,,,
41.75,1.05,6.134.191,,,,,,
41.75,1.15,5.479.042,,,,,,
41.75,1.25,5.033.731,,,,,,
41.75,1.35,5.028.437,,,,,,
41.75,1.45,5.781.392,,,,,,
41.75,1.55,7.582.824,,,,,,
41.75,1.65,9.925.597,,,,,,
41.75,1.75,125.028,,,,,,
41.75,1.85,10.487.402,,,,,,
41.75,1.95,55.195.713,,,,,,
41.75,2.05,4.300.145,,,,,,
41.75,2.15,52.352.905,,,,,,
41.75,2.25,52.222.023,,,,,,
41.75,2.35,35.450.797,,,,,,
41.75,2.45,38.762.352,,,,,,
41.75,2.55,6.768.187,,,,,,
41.75,2.65,8.116.215,,,,,,
41.75,2.75,8.857.325,,,,,,
41.75,2.85,344.333,,,,,,
41.75,2.95,21.527.572,,,,,,
41.75,3.05,19.009.194,,,,,,
41.65,0.25,14.489.787,,,,,,
41.65,0.35,15.673.622,,,,,,
41.65,0.45,19.673.268,,,,,,
41.65,0.55,24.622.836,,,,,,
41.65,0.65,3.547.318,,,,,,
41.65,0.75,50.926.986,,,,,,
41.65,0.85,6.213.708,,,,,,
41.65,0.95,7.507.862,,,,,,
41.65,1.05,7.818.035,,,,,,
41.65,1.15,65.805.893,,,,,,
41.65,1.25,52.394.824,,,,,,
41.65,1.35,54.423,,,,,,
41.65,1.45,56.637.406,,,,,,
41.65,1.55,7.968.393,,,,,,
41.65,1.65,11.982.952,,,,,,
41.65,1.75,14.211.819,,,,,,
41.65,1.85,10.984.128,,,,,,
41.65,1.95,90.287.075,,,,,,
41.65,2.05,8.675.269,,,,,,
41.65,2.15,10.978.323,,,,,,
41.65,2.25,10.678.389,,,,,,
41.65,2.35,9.969.331,,,,,,
41.65,2.45,80.532.465,,,,,,
41.65,2.55,52.080.626,,,,,,
41.65,2.65,6.490.393,,,,,,
41.65,2.75,5.486.858,,,,,,
41.65,2.85,3.678.264,,,,,,
41.65,2.95,38.235.414,,,,,,
41.65,3.05,4.801.625,,,,,,
41.55,0.25,15.632.695,,,,,,
41.55,0.35,14.821.539,,,,,,
41.55,0.45,15.337.393,,,,,,
41.55,0.55,17.527.357,,,,,,
41.55,0.65,22.915.404,,,,,,
41.55,0.75,23.944.056,,,,,,
41.55,0.85,29.753.523,,,,,,
41.55,0.95,33.644.457,,,,,,
41.55,1.05,67.842.593,,,,,,
41.55,1.15,6.005.867,,,,,,
41.55,1.25,4.509.002,,,,,,
41.55,1.35,4.113.237,,,,,,
41.55,1.45,43.774.877,,,,,,
41.55,1.55,77.863.235,,,,,,
41.55,1.65,14.638.357,,,,,,
41.55,1.75,16.865.759,,,,,,
41.55,1.85,19.000.536,,,,,,
41.55,1.95,1.746.111,,,,,,
41.55,2.05,19.984.837,,,,,,
41.55,2.15,19.316.229,,,,,,
41.55,2.25,1.701.174,,,,,,
41.55,2.35,11.117.191,,,,,,
41.55,2.45,72.998.505,,,,,,
41.55,2.55,4.776.358,,,,,,
41.55,2.65,29.934.998,,,,,,
41.55,2.75,41.484.513,,,,,,
41.55,2.85,46.245.503,,,,,,
41.55,2.95,5.205.696,,,,,,
41.55,3.05,53.925.905,,,,,,
41.45,0.25,12.388.996,,,,,,
41.45,0.35,11.274.581,,,,,,
41.45,0.45,12.039.907,,,,,,
41.45,0.55,11.548.212,,,,,,
41.45,0.65,0.95081717,,,,,,
41.45,0.75,12.955.157,,,,,,
41.45,0.85,20.902.863,,,,,,
41.45,0.95,25.753.453,,,,,,
41.45,1.05,46.319.404,,,,,,
41.45,1.15,73.938.694,,,,,,
41.45,1.25,4.701.701,,,,,,
41.45,1.35,40.962.334,,,,,,
41.45,1.45,44.415.574,,,,,,
41.45,1.55,69.770.083,,,,,,
41.45,1.65,11.761.633,,,,,,
41.45,1.75,19.021.326,,,,,,
41.45,1.85,26.365.759,,,,,,
41.45,1.95,30.968.576,,,,,,
41.45,2.05,24.995.632,,,,,,
41.45,2.15,20.751.312,,,,,,
41.45,2.25,11.779.361,,,,,,
41.45,2.35,5.318.886,,,,,,
41.45,2.45,45.514.355,,,,,,
41.45,2.55,55.157.557,,,,,,
41.45,2.65,57.095.137,,,,,,
41.45,2.75,47.499.757,,,,,,
41.45,2.85,34.968.765,,,,,,
41.45,2.95,29.774.413,,,,,,
41.45,3.05,25.339.632,,,,,,
41.35,0.25,1.048.261,,,,,,
41.35,0.35,10.081.011,,,,,,
